course_code,uni_skill,uni_level,uni_context,vet_unit_code,vet_skill,vet_level,vet_context,similarity,level_compat,context_compat,combined_score,match_type,is_best_partner_for_uni,genai_validated,genai_verdict,genai_confidence,genai_votes_equiv,genai_votes_total,genai_original_match_type,genai_reason,specialist_guard_original_match_type,anchored_guard_demoted,anchored_guard_v_to_generic,anchored_guard_u_to_specialist,lateral_guard_demoted,lateral_guard_mean_pairwise,lateral_guard_winners_count,identical_name_promoted,identical_name_pre_promote_type,cap_demoted,cap_pre_demote_type,cap_winner_rank,verb_guard_demoted,verb_guard_vet_level,verb_guard_uni_level,verb_guard_pre_demote_type,_decay_weight
CCS-FRAMEWORK-COURSE,Digital Fluency,3,hybrid,FSO-ALT-COURSE,digital skills,3,hybrid,0.8801,1.0,1.0,0.9281,Direct,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Learning Agility,3,hybrid,FSO-ALT-COURSE,digital skills,3,hybrid,0.7082,1.0,1.0,0.8249,Direct,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Adaptability,3,hybrid,FSO-ALT-COURSE,digital skills,3,hybrid,0.6782,1.0,1.0,0.8069,Direct,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Developing People,3,hybrid,FSO-ALT-COURSE,digital skills,3,hybrid,0.7019,1.0,1.0,0.8212,Direct,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Collaboration,3,hybrid,FSO-ALT-COURSE,digital skills,3,hybrid,0.6665,1.0,1.0,0.7999,Partial,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Communication,3,hybrid,FSO-ALT-COURSE,digital skills,3,hybrid,0.6958,1.0,1.0,0.8175,Direct,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Building Inclusivity,3,hybrid,FSO-ALT-COURSE,digital skills,3,hybrid,0.6022,1.0,1.0,0.7613,Partial,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Sense Making,3,hybrid,FSO-ALT-COURSE,digital skills,3,hybrid,0.6501,1.0,1.0,0.7901,Partial,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Problem Solving,3,hybrid,FSO-ALT-COURSE,digital skills,3,hybrid,0.671,1.0,1.0,0.8026,Direct,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Creative Thinking,3,hybrid,FSO-ALT-COURSE,digital skills,3,hybrid,0.6069,1.0,1.0,0.7641,Partial,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Decision Making,3,hybrid,FSO-ALT-COURSE,digital skills,3,hybrid,0.6426,1.0,1.0,0.7855,Partial,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Customer Orientation,3,hybrid,FSO-ALT-COURSE,digital skills,3,hybrid,0.6039,1.0,1.0,0.7623,Partial,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Self Management,3,hybrid,FSO-ALT-COURSE,digital skills,3,hybrid,0.6407,1.0,1.0,0.7844,Partial,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Influence,3,hybrid,FSO-ALT-COURSE,digital skills,3,hybrid,0.6619,1.0,1.0,0.7971,Partial,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Global Perspective,3,hybrid,FSO-ALT-COURSE,digital skills,3,hybrid,0.6421,1.0,1.0,0.7853,Partial,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Transdisciplinary Thinking,3,hybrid,FSO-ALT-COURSE,digital skills,3,hybrid,0.6419,1.0,1.0,0.7852,Partial,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Digital Fluency,3,hybrid,FSO-ALT-COURSE,digital literacy,3,hybrid,0.8948,1.0,1.0,0.9369,Direct,True,,,,,,,,,,,,,,,,,,,,,,,,1.0
CCS-FRAMEWORK-COURSE,Learning Agility,3,hybrid,FSO-ALT-COURSE,digital literacy,3,hybrid,0.7105,1.0,1.0,0.8263,Direct,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Adaptability,3,hybrid,FSO-ALT-COURSE,digital literacy,3,hybrid,0.6947,1.0,1.0,0.8168,Direct,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Developing People,3,hybrid,FSO-ALT-COURSE,digital literacy,3,hybrid,0.6994,1.0,1.0,0.8197,Direct,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Collaboration,3,hybrid,FSO-ALT-COURSE,digital literacy,3,hybrid,0.6822,1.0,1.0,0.8093,Direct,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Communication,3,hybrid,FSO-ALT-COURSE,digital literacy,3,hybrid,0.7325,1.0,1.0,0.8395,Direct,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Building Inclusivity,3,hybrid,FSO-ALT-COURSE,digital literacy,3,hybrid,0.6237,1.0,1.0,0.7742,Partial,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Sense Making,3,hybrid,FSO-ALT-COURSE,digital literacy,3,hybrid,0.6932,1.0,1.0,0.8159,Direct,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Problem Solving,3,hybrid,FSO-ALT-COURSE,digital literacy,3,hybrid,0.6744,1.0,1.0,0.8046,Direct,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Creative Thinking,3,hybrid,FSO-ALT-COURSE,digital literacy,3,hybrid,0.6166,1.0,1.0,0.7699,Partial,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Decision Making,3,hybrid,FSO-ALT-COURSE,digital literacy,3,hybrid,0.6566,1.0,1.0,0.794,Partial,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Customer Orientation,3,hybrid,FSO-ALT-COURSE,digital literacy,3,hybrid,0.6168,1.0,1.0,0.7701,Partial,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Self Management,3,hybrid,FSO-ALT-COURSE,digital literacy,3,hybrid,0.6438,1.0,1.0,0.7863,Partial,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Influence,3,hybrid,FSO-ALT-COURSE,digital literacy,3,hybrid,0.6996,1.0,1.0,0.8198,Direct,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Global Perspective,3,hybrid,FSO-ALT-COURSE,digital literacy,3,hybrid,0.6762,1.0,1.0,0.8057,Direct,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Transdisciplinary Thinking,3,hybrid,FSO-ALT-COURSE,digital literacy,3,hybrid,0.651,1.0,1.0,0.7906,Partial,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Digital Fluency,3,hybrid,FSO-ALT-COURSE,digital capability,3,hybrid,0.8705,1.0,1.0,0.9223,Direct,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Learning Agility,3,hybrid,FSO-ALT-COURSE,digital capability,3,hybrid,0.7507,1.0,1.0,0.8504,Direct,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Adaptability,3,hybrid,FSO-ALT-COURSE,digital capability,3,hybrid,0.7676,1.0,1.0,0.8605,Direct,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Developing People,3,hybrid,FSO-ALT-COURSE,digital capability,3,hybrid,0.7317,1.0,1.0,0.839,Direct,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Collaboration,3,hybrid,FSO-ALT-COURSE,digital capability,3,hybrid,0.7394,1.0,1.0,0.8437,Direct,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Communication,3,hybrid,FSO-ALT-COURSE,digital capability,3,hybrid,0.7512,1.0,1.0,0.8507,Direct,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Building Inclusivity,3,hybrid,FSO-ALT-COURSE,digital capability,3,hybrid,0.6425,1.0,1.0,0.7855,Partial,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Sense Making,3,hybrid,FSO-ALT-COURSE,digital capability,3,hybrid,0.7231,1.0,1.0,0.8338,Direct,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Problem Solving,3,hybrid,FSO-ALT-COURSE,digital capability,3,hybrid,0.7034,1.0,1.0,0.822,Direct,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Creative Thinking,3,hybrid,FSO-ALT-COURSE,digital capability,3,hybrid,0.6494,1.0,1.0,0.7897,Partial,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Decision Making,3,hybrid,FSO-ALT-COURSE,digital capability,3,hybrid,0.7108,1.0,1.0,0.8265,Direct,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Customer Orientation,3,hybrid,FSO-ALT-COURSE,digital capability,3,hybrid,0.6751,1.0,1.0,0.8051,Direct,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Self Management,3,hybrid,FSO-ALT-COURSE,digital capability,3,hybrid,0.7076,1.0,1.0,0.8246,Direct,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Influence,3,hybrid,FSO-ALT-COURSE,digital capability,3,hybrid,0.736,1.0,1.0,0.8416,Direct,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Global Perspective,3,hybrid,FSO-ALT-COURSE,digital capability,3,hybrid,0.7087,1.0,1.0,0.8252,Direct,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Transdisciplinary Thinking,3,hybrid,FSO-ALT-COURSE,digital capability,3,hybrid,0.6991,1.0,1.0,0.8194,Direct,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Digital Fluency,3,hybrid,FSO-ALT-COURSE,IT skills,3,hybrid,0.7679,1.0,1.0,0.8608,Direct,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Learning Agility,3,hybrid,FSO-ALT-COURSE,IT skills,3,hybrid,0.6748,1.0,1.0,0.8049,Direct,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Adaptability,3,hybrid,FSO-ALT-COURSE,IT skills,3,hybrid,0.6557,1.0,1.0,0.7934,Partial,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Developing People,3,hybrid,FSO-ALT-COURSE,IT skills,3,hybrid,0.6655,1.0,1.0,0.7993,Partial,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Collaboration,3,hybrid,FSO-ALT-COURSE,IT skills,3,hybrid,0.6597,1.0,1.0,0.7958,Partial,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Communication,3,hybrid,FSO-ALT-COURSE,IT skills,3,hybrid,0.6755,1.0,1.0,0.8053,Direct,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Building Inclusivity,3,hybrid,FSO-ALT-COURSE,IT skills,3,hybrid,0.5774,1.0,1.0,0.7464,Partial,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Sense Making,3,hybrid,FSO-ALT-COURSE,IT skills,3,hybrid,0.6315,1.0,1.0,0.7789,Partial,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Problem Solving,3,hybrid,FSO-ALT-COURSE,IT skills,3,hybrid,0.6651,1.0,1.0,0.7991,Partial,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Creative Thinking,3,hybrid,FSO-ALT-COURSE,IT skills,3,hybrid,0.5941,1.0,1.0,0.7565,Partial,False,,,,,,,,,,,,,,,,,,,,,,,,
CCS-FRAMEWORK-COURSE,Decision Making,3,hybrid,FSO-ALT-COURSE,IT skills,3,hybrid,0.6253,1.0,1.0,0.7752,Partial,False,,,,,,,,,,,,,,,,,,,,,,,,
